BasePay,OvertimePay,OtherPay,Stated_TotalPay
11329.14,0.00,35286.24,46615.38
22640.13,0.00,38224.82,60864.95
8683.87,41826.06,0.00,50509.93
180418.96,0.00,0.00,180418.96
5550.84,0.00,21251.16,26802.00
18122.59,0.00,96275.90,114398.49
13987.16,27001.02,0.00,40988.18
42296.90,0.00,100068.15,142365.05
3660.02,19389.07,0.00,23049.09
40380.25,62996.09,0.00,103376.34
55229.16,0.00,0.00,55229.16
73979.83,0.00,0.00,73979.83
38744.95,88148.56,0.00,126893.51
1828.32,7554.90,0.00,9383.22
201.82,340.68,0.00,542.50
21045.13,0.00,114794.91,135840.04
126434.06,0.00,0.00,126434.06
55908.93,0.00,0.00,55908.93
12075.20,0.00,61559.56,73634.76
24492.75,0.00,40695.14,65187.89
31149.58,0.00,96351.23,127500.81
105015.75,0.00,0.00,105015.75
2916.64,0.00,14207.30,17123.94
110862.02,0.00,0.00,110862.02
76605.60,0.00,0.00,76605.60
1588.30,0.00,6551.76,8140.06
24248.23,94538.66,0.00,118786.89
54198.29,0.00,87170.45,141368.74
3844.67,0.00,26671.20,30515.87
62255.37,0.00,0.00,62255.37
79035.96,0.00,0.00,79035.96
16190.62,0.00,49488.38,65679.00
14059.07,66489.25,0.00,80548.32
17777.42,0.00,71707.48,89484.90
83865.64,0.00,0.00,83865.64
25113.55,0.00,42299.03,67412.58
8405.88,0.00,53726.95,62132.83
4941.98,43635.38,0.00,48577.36
20531.55,34228.27,0.00,54759.82
38639.09,73163.41,0.00,111802.50
7998.93,0.00,19505.06,27503.99
30243.36,0.00,91575.39,121818.75
81432.42,0.00,0.00,81432.42
21415.60,78545.50,0.00,99961.10
236.43,963.47,0.00,1199.90
27589.19,91406.14,0.00,118995.33
17432.17,30182.84,0.00,47615.01
14351.80,0.00,0.00,14351.80
991.91,0.00,3401.26,4393.17
22112.48,55949.43,0.00,78061.91
8019.28,0.00,12705.25,20724.53
8651.47,0.00,0.00,8651.47
128957.59,0.00,0.00,128957.59
6748.51,0.00,12896.37,19644.88
6381.73,16389.31,0.00,22771.04
17327.14,0.00,35970.23,53297.37
9724.54,0.00,50110.16,59834.70
4716.09,14482.60,0.00,19198.69
58639.90,0.00,123470.67,182110.57
30048.84,65154.20,0.00,95203.04
23485.46,73209.91,0.00,96695.37
22699.36,0.00,55353.04,78052.40
78808.55,0.00,0.00,78808.55
3499.41,0.00,13505.26,17004.67
143818.96,0.00,0.00,143818.96
52748.41,0.00,0.00,52748.41
11316.55,48930.99,0.00,60247.54
46845.94,110244.31,0.00,157090.25
10145.45,38100.20,0.00,48245.65
5362.78,26401.19,0.00,31763.97
23635.56,39592.48,0.00,63228.04
182731.11,0.00,0.00,182731.11
5413.48,0.00,18371.55,23785.03
450.33,0.00,2362.32,2812.65
12379.57,0.00,56633.34,69012.91
7530.96,0.00,57037.56,64568.52
41172.39,0.00,81490.63,122663.02
31340.16,0.00,87907.94,119248.10
17703.21,54878.79,0.00,72582.00
21723.32,39648.37,0.00,61371.69
5986.15,11633.58,0.00,17619.73
17915.17,78237.37,0.00,96152.54
66016.89,0.00,0.00,66016.89
13887.56,76881.99,0.00,90769.55
7833.19,0.00,0.00,7833.19
125662.05,0.00,0.00,125662.05
49304.10,0.00,84127.65,133431.75
55308.73,0.00,0.00,55308.73
55079.45,0.00,0.00,55079.45
49092.26,99986.39,0.00,149078.65
10252.57,45466.61,0.00,55719.18
1472.37,0.00,2290.49,3762.86
215.10,493.24,0.00,708.34
1168.58,0.00,6652.13,7820.71
124749.33,0.00,0.00,124749.33
16340.93,80030.07,0.00,96371.00
34236.64,86700.38,0.00,120937.02
39177.92,0.00,75222.83,114400.75
42360.54,142541.80,0.00,184902.34
165251.75,0.00,0.00,165251.75
67827.02,152673.04,0.00,220500.06
1557.33,5000.21,0.00,6557.54
8263.57,0.00,0.00,8263.57
51852.28,0.00,0.00,51852.28
29708.00,54006.60,0.00,83714.60
2518.19,0.00,0.00,2518.19
21568.04,0.00,41544.52,63112.56
51234.90,0.00,0.00,51234.90
21342.42,0.00,87498.46,108840.88
4093.38,0.00,14210.28,18303.66
181301.01,0.00,0.00,181301.01
13599.70,35731.22,0.00,49330.92
5530.45,0.00,37797.77,43328.22
34661.85,0.00,0.00,34661.85
15780.91,43340.60,0.00,59121.51
31484.92,59856.09,0.00,91341.01
1102.11,0.00,6321.40,7423.51
8607.76,0.00,66150.22,74757.98
25586.20,154545.49,0.00,180131.69
3735.46,18116.54,0.00,21852.00
13186.02,0.00,0.00,13186.02
58636.56,0.00,0.00,58636.56
12239.75,0.00,0.00,12239.75
6283.93,46227.29,0.00,52511.22
19031.96,41070.05,0.00,60102.01
18957.03,34582.38,0.00,53539.41
9329.40,0.00,43504.62,52834.02
8957.51,52351.75,0.00,61309.26
6315.29,0.00,54656.63,60971.92
21320.25,0.00,0.00,21320.25
3577.30,0.00,0.00,3577.30
13603.72,0.00,36936.28,50540.00
40650.80,96445.59,0.00,137096.39
6075.95,24669.46,0.00,30745.41
19139.73,0.00,35889.32,55029.05
23621.70,0.00,35549.58,59171.28
24416.64,76000.08,0.00,100416.72
10493.18,39627.13,0.00,50120.31
22101.26,66741.62,0.00,88842.88
21746.06,41715.38,0.00,63461.44
59880.36,0.00,0.00,59880.36
98339.53,0.00,0.00,98339.53
15990.30,60350.71,0.00,76341.01
24996.11,51362.93,0.00,76359.04
25624.00,66883.00,0.00,92507.00
189149.52,0.00,0.00,189149.52
8836.22,19814.11,0.00,28650.33
71176.95,127099.53,0.00,198276.48
13328.71,0.00,77517.29,90846.00
33746.87,0.00,121362.80,155109.67
12006.92,0.00,46410.40,58417.32
2438.80,19495.20,0.00,21934.00
46018.18,73264.64,0.00,119282.82
2930.92,0.00,0.00,2930.92
153778.79,0.00,0.00,153778.79
59762.87,0.00,0.00,59762.87
30355.16,0.00,61025.13,91380.29
1778.00,0.00,0.00,1778.00
21568.12,42278.88,0.00,63847.00
15322.35,0.00,88878.89,104201.24
18162.00,0.00,0.00,18162.00
17485.69,0.00,65244.42,82730.11
46365.48,0.00,0.00,46365.48
18908.65,48111.41,0.00,67020.06
38256.53,0.00,72819.01,111075.54
9692.23,0.00,55934.11,65626.34
4070.52,0.00,0.00,4070.52
55478.84,0.00,0.00,55478.84
13087.01,76763.54,0.00,89850.55
29281.19,86289.16,0.00,115570.35
79802.12,0.00,0.00,79802.12
103291.30,0.00,0.00,103291.30
17566.22,0.00,123541.72,141107.94
853.52,0.00,2894.32,3747.84
96317.35,0.00,0.00,96317.35
86637.46,0.00,0.00,86637.46
19885.15,63511.94,0.00,83397.09
47662.87,95893.94,0.00,143556.81
41811.00,69251.46,0.00,111062.46
23401.49,0.00,66823.05,90224.54
6493.65,20867.42,0.00,27361.07
3224.98,10622.27,0.00,13847.25
1654.32,0.00,8131.34,9785.66
20670.56,0.00,65259.86,85930.42
16326.83,0.00,99089.09,115415.92
52348.10,0.00,0.00,52348.10
122065.17,0.00,0.00,122065.17
34798.18,0.00,64210.69,99008.87
137230.14,0.00,0.00,137230.14
19700.66,0.00,86729.94,106430.60
149942.23,0.00,0.00,149942.23
2195.08,0.00,0.00,2195.08
21820.51,0.00,65065.63,86886.14
9891.57,0.00,66181.58,76073.15
17524.39,0.00,48142.61,65667.00
12953.32,0.00,59926.37,72879.69
504.33,0.00,1370.35,1874.68
17878.70,102068.57,0.00,119947.27
101362.08,0.00,0.00,101362.08
13258.50,0.00,60993.82,74252.32
131138.28,0.00,0.00,131138.28
21718.71,94319.27,0.00,116037.98
19180.53,50483.97,0.00,69664.50
21569.11,33130.76,0.00,54699.87
83091.53,0.00,0.00,83091.53
8400.35,0.00,47605.31,56005.66
5709.63,0.00,20885.23,26594.86
14682.33,0.00,52293.15,66975.48
701.65,1410.97,0.00,2112.62
36715.36,0.00,81831.86,118547.22
12357.90,0.00,74642.99,87000.89
67586.35,0.00,0.00,67586.35
8406.23,0.00,70348.41,78754.64
23305.60,52763.00,0.00,76068.60
5565.15,44727.86,0.00,50293.01
146.41,0.00,0.00,146.41
14615.53,0.00,39950.78,54566.31
38453.97,63360.50,0.00,101814.47
21160.59,0.00,84358.82,105519.41
24744.79,0.00,58647.51,83392.30
27431.26,42415.75,0.00,69847.01
38634.86,0.00,84655.84,123290.70
80423.05,0.00,0.00,80423.05
16876.12,0.00,31373.62,48249.74
12087.09,52237.91,0.00,64325.00
10279.22,60754.04,0.00,71033.26
7058.04,0.00,0.00,7058.04
9260.98,0.00,0.00,9260.98
8545.48,61768.11,0.00,70313.59
12219.94,41551.64,0.00,53771.58
26182.89,0.00,61785.91,87968.80
126239.14,0.00,0.00,126239.14
123840.45,0.00,0.00,123840.45
18489.14,0.00,57374.42,75863.56
90948.80,0.00,0.00,90948.80
46976.78,104670.49,0.00,151647.27
7255.54,19697.68,0.00,26953.22
9068.10,0.00,77385.44,86453.54
51303.67,0.00,0.00,51303.67
1864.74,11907.54,0.00,13772.28
566.59,0.00,0.00,566.59
28868.80,67152.45,0.00,96021.25
1629.75,2547.21,0.00,4176.96
75310.49,0.00,0.00,75310.49
35843.01,70647.93,0.00,106490.94
8648.24,39111.20,0.00,47759.44
11071.66,17769.84,0.00,28841.50
94637.74,0.00,0.00,94637.74
14790.22,0.00,38692.84,53483.06
23540.33,61153.20,0.00,84693.53
15466.02,0.00,54640.61,70106.63
30339.63,0.00,85994.73,116334.36
36475.71,63882.50,0.00,100358.21
36612.70,57824.92,0.00,94437.62
34983.41,81315.29,0.00,116298.70
104389.39,0.00,0.00,104389.39
22539.67,0.00,78208.43,100748.10
193.56,0.00,1345.94,1539.50
9833.12,0.00,40248.93,50082.05
15497.18,0.00,97235.45,112732.63
1257.20,2558.48,0.00,3815.68
83606.58,0.00,0.00,83606.58
17289.56,33666.72,0.00,50956.28
7356.71,27681.53,0.00,35038.24
4000.95,0.00,6455.01,10455.96
21663.80,0.00,167021.77,188685.57
81189.02,0.00,0.00,81189.02
8116.47,45629.53,0.00,53746.00
2406.99,0.00,8395.91,10802.90
64057.01,0.00,0.00,64057.01
25031.04,77652.75,0.00,102683.79
1485.69,3695.41,0.00,5181.10
24161.53,53386.92,0.00,77548.45
9991.88,0.00,0.00,9991.88
31931.84,70948.33,0.00,102880.17
32793.44,91279.57,0.00,124073.01
35662.88,0.00,0.00,35662.88
17973.27,44392.45,0.00,62365.72
32772.33,101104.01,0.00,133876.34
8283.55,0.00,0.00,8283.55
38246.53,0.00,88713.77,126960.30
19064.96,0.00,149354.85,168419.81
45748.73,0.00,102094.16,147842.89
23194.93,0.00,49260.35,72455.28
14646.63,62749.38,0.00,77396.01
29980.41,0.00,50715.96,80696.37
33666.57,0.00,168363.88,202030.45
7073.99,0.00,56392.42,63466.41
124343.52,0.00,0.00,124343.52
16905.03,43751.80,0.00,60656.83
24708.10,57194.57,0.00,81902.67
2740.97,0.00,12204.53,14945.50
1569.81,3179.69,0.00,4749.50
4752.49,0.00,10032.83,14785.32
9481.46,79793.74,0.00,89275.20
18854.55,55548.51,0.00,74403.06
31195.12,67262.90,0.00,98458.02
46016.98,0.00,92554.57,138571.55
1087.20,0.00,0.00,1087.20
2232.76,0.00,10187.21,12419.97
3427.18,0.00,15623.03,19050.21
30254.52,54930.54,0.00,85185.06
25514.22,0.00,78078.96,103593.18
10232.09,0.00,0.00,10232.09
1600.52,13439.53,0.00,15040.05
53008.49,0.00,0.00,53008.49
12858.38,0.00,54138.59,66996.97
5164.27,0.00,27611.69,32775.96
127796.45,0.00,0.00,127796.45
86174.61,0.00,0.00,86174.61
14226.47,47635.21,0.00,61861.68
1187.69,2056.73,0.00,3244.42
57240.10,0.00,0.00,57240.10
34365.28,58356.56,0.00,92721.84
16671.34,0.00,66286.02,82957.36
24402.18,0.00,115919.70,140321.88
25938.33,149339.93,0.00,175278.26
8006.60,38601.54,0.00,46608.14
4054.37,0.00,36207.00,40261.37
17796.88,0.00,40694.45,58491.33
22957.20,97936.12,0.00,120893.32
26448.36,0.00,41696.45,68144.81
12818.90,24201.33,0.00,37020.23
2349.07,0.00,4097.09,6446.16
134946.03,0.00,0.00,134946.03
32197.07,71207.44,0.00,103404.51
30527.52,0.00,85513.26,116040.78
17840.19,0.00,40409.53,58249.72
183109.81,0.00,0.00,183109.81
9650.55,38578.88,0.00,48229.43
41964.56,66606.20,0.00,108570.76
7506.37,0.00,49263.08,56769.45
173.08,0.00,1081.80,1254.88
197378.67,0.00,0.00,197378.67
99914.62,0.00,0.00,99914.62
12669.84,0.00,100935.60,113605.44
168.20,1216.34,0.00,1384.54
2232.47,18592.01,0.00,20824.48
18911.35,54834.36,0.00,73745.71
4797.76,32917.02,0.00,37714.78
7491.00,16032.42,0.00,23523.42
20007.26,59336.05,0.00,79343.31
38546.85,69330.05,0.00,107876.90
18311.29,81133.21,0.00,99444.50
904.53,0.00,6224.50,7129.03
225.69,0.00,924.31,1150.00
1125.57,0.00,3172.23,4297.80
954.45,0.00,7445.55,8400.00
5626.63,0.00,10668.56,16295.19
15974.69,0.00,139830.97,155805.66
37915.85,64777.25,0.00,102693.10
1558.00,0.00,0.00,1558.00
44993.42,107581.82,0.00,152575.24
26754.31,0.00,0.00,26754.31
7339.13,0.00,0.00,7339.13
23417.27,42956.47,0.00,66373.74
25513.56,0.00,80390.45,105904.01
76150.68,0.00,0.00,76150.68
84834.83,0.00,0.00,84834.83
33541.49,0.00,90720.52,124262.01
147055.31,0.00,0.00,147055.31
1860.48,0.00,10307.05,12167.53
17049.22,64206.80,0.00,81256.02
34212.20,0.00,0.00,34212.20
5935.03,31578.33,0.00,37513.36
8464.48,16348.52,0.00,24813.00
102897.75,0.00,0.00,102897.75
3449.48,7978.59,0.00,11428.07
6384.47,11156.13,0.00,17540.60
122761.84,0.00,0.00,122761.84
76844.65,0.00,0.00,76844.65
11131.30,21236.07,0.00,32367.37
809.04,0.00,1524.99,2334.03
23371.91,69425.98,0.00,92797.89
1834.08,5611.99,0.00,7446.07
34326.16,0.00,119114.19,153440.35
51022.05,0.00,0.00,51022.05
56357.60,115063.21,0.00,171420.81
12661.21,0.00,48329.14,60990.35
4381.00,22308.73,0.00,26689.73
8402.65,34915.62,0.00,43318.27
143591.17,0.00,0.00,143591.17
73705.19,0.00,0.00,73705.19
32528.84,0.00,66991.58,99520.42
35229.45,0.00,78268.51,113497.96
3323.40,7433.63,0.00,10757.03
87542.17,0.00,0.00,87542.17
17648.86,31728.71,0.00,49377.57
187515.77,0.00,0.00,187515.77
13032.00,0.00,71738.04,84770.04
174.03,0.00,1332.52,1506.55
52221.00,0.00,0.00,52221.00
57269.35,0.00,0.00,57269.35
30058.07,51221.76,0.00,81279.83
23404.80,57335.00,0.00,80739.80
88291.96,0.00,0.00,88291.96
13783.52,72466.45,0.00,86249.97
51418.93,0.00,101449.16,152868.09
58644.00,0.00,0.00,58644.00
14557.28,0.00,39480.83,54038.11
3617.94,0.00,5517.44,9135.38
6947.93,61080.57,0.00,68028.50
38160.02,89194.40,0.00,127354.42
1028.80,3398.00,0.00,4426.80
1964.96,0.00,4071.49,6036.45
5414.66,10576.34,0.00,15991.00
47595.85,168580.24,0.00,216176.09
12414.12,0.00,42747.67,55161.79
10146.34,53756.17,0.00,63902.51
14303.35,0.00,0.00,14303.35
30580.66,0.00,0.00,30580.66
35557.18,100991.51,0.00,136548.69
509.50,0.00,888.59,1398.09
29664.80,0.00,103183.48,132848.28
1522.20,0.00,6159.52,7681.72
32200.71,0.00,0.00,32200.71
49291.36,0.00,0.00,49291.36
57752.38,86882.59,0.00,144634.97
8195.12,0.00,0.00,8195.12
91186.46,0.00,0.00,91186.46
73012.21,0.00,0.00,73012.21
16487.65,0.00,53874.38,70362.03
8309.66,32180.70,0.00,40490.36
24036.20,63618.87,0.00,87655.07
13688.46,0.00,69937.23,83625.69
53770.49,0.00,114649.33,168419.82
119514.04,0.00,0.00,119514.04
25710.44,0.00,45771.09,71481.53
43289.42,0.00,0.00,43289.42
783.07,5010.93,0.00,5794.00
23140.59,48053.09,0.00,71193.68
9322.52,0.00,25501.53,34824.05
53762.11,167182.12,0.00,220944.23
37304.64,97299.53,0.00,134604.17
18830.00,0.00,0.00,18830.00
51609.30,125809.77,0.00,177419.07
71051.63,0.00,0.00,71051.63
165915.09,0.00,0.00,165915.09
148593.71,0.00,0.00,148593.71
30940.13,0.00,104674.72,135614.85
22660.03,0.00,125344.07,148004.10
2941.04,0.00,0.00,2941.04
24879.40,0.00,57476.69,82356.09
763.92,2022.61,0.00,2786.53
25759.82,0.00,90019.96,115779.78
9627.70,0.00,0.00,9627.70
16374.85,30278.50,0.00,46653.35
1016.05,4059.03,0.00,5075.08
49934.98,0.00,0.00,49934.98
15305.53,61354.97,0.00,76660.50
753.05,0.00,0.00,753.05
1884.97,4349.05,0.00,6234.02
29159.56,86539.10,0.00,115698.66
7389.66,0.00,22356.83,29746.49
26007.77,0.00,0.00,26007.77
6976.76,11658.67,0.00,18635.43
1175.54,0.00,0.00,1175.54
31663.23,0.00,47650.09,79313.32
20347.67,39375.15,0.00,59722.82
8677.96,0.00,71444.58,80122.54
108110.50,0.00,0.00,108110.50
42926.04,0.00,129014.01,171940.05
8.83,31.35,0.00,40.18
1452.04,0.00,2698.92,4150.96
23383.98,37172.87,0.00,60556.85
6941.41,0.00,0.00,6941.41
33156.45,0.00,102534.17,135690.62
21755.01,0.00,0.00,21755.01
44405.09,68459.37,0.00,112864.46
25122.13,0.00,0.00,25122.13
2843.10,0.00,22249.91,25093.01
14657.42,72107.87,0.00,86765.29
193828.10,0.00,0.00,193828.10
97043.65,0.00,0.00,97043.65
26831.82,127418.74,0.00,154250.56
14793.51,50799.55,0.00,65593.06
2787.00,0.00,11898.84,14685.84
9192.20,0.00,0.00,9192.20
1960.07,0.00,6080.94,8041.01
67845.00,0.00,0.00,67845.00
83778.21,142066.81,0.00,225845.02
76305.74,0.00,0.00,76305.74
1630.29,0.00,5942.14,7572.43
1062.13,6045.40,0.00,7107.53
3671.54,0.00,11042.72,14714.26
32826.67,0.00,151152.35,183979.02
94377.94,0.00,0.00,94377.94
54199.67,0.00,0.00,54199.67
104486.02,0.00,0.00,104486.02
17618.91,33919.83,0.00,51538.74
21119.61,99690.83,0.00,120810.44
3244.45,8840.71,0.00,12085.16
12711.16,42781.64,0.00,55492.80
116638.44,0.00,0.00,116638.44
27513.19,0.00,54248.57,81761.76
16369.05,0.00,87082.34,103451.39
1974.33,0.00,5655.27,7629.60
162181.38,0.00,0.00,162181.38
34031.09,0.00,81186.06,115217.15
47423.86,81973.33,0.00,129397.19
348.10,0.00,2848.67,3196.77
38113.36,0.00,62639.12,100752.48
133624.72,0.00,0.00,133624.72
20176.87,48903.60,0.00,69080.47
96605.35,0.00,0.00,96605.35
15480.50,0.00,29703.98,45184.48
43937.42,0.00,0.00,43937.42
23196.97,101930.08,0.00,125127.05
25015.05,0.00,48739.11,73754.16
2880.04,10821.44,0.00,13701.48
12152.29,45108.77,0.00,57261.06
37581.89,0.00,125553.44,163135.33
2817.35,0.00,0.00,2817.35
47746.74,85431.70,0.00,133178.44
130167.52,0.00,0.00,130167.52
16302.34,0.00,27792.96,44095.30
20694.68,0.00,70986.12,91680.80
209889.78,0.00,0.00,209889.78
15081.46,0.00,41772.86,56854.32
2785.46,0.00,6570.33,9355.79
34764.94,69485.58,0.00,104250.52
34621.31,74700.88,0.00,109322.19
19182.90,0.00,43886.75,63069.65
102829.86,0.00,0.00,102829.86
5606.92,0.00,0.00,5606.92
14588.17,0.00,46296.32,60884.49
95478.49,0.00,0.00,95478.49
16906.70,45052.32,0.00,61959.02
10586.68,0.00,32103.13,42689.81
51351.43,0.00,0.00,51351.43
115013.42,0.00,0.00,115013.42
21488.61,53141.40,0.00,74630.01
11495.10,82641.10,0.00,94136.20
31233.26,0.00,50158.24,81391.50
59379.33,0.00,0.00,59379.33
72456.99,120211.87,0.00,192668.86
35950.47,0.00,106344.28,142294.75
37649.40,0.00,0.00,37649.40
6626.82,0.00,0.00,6626.82
34113.03,0.00,78732.78,112845.81
9808.44,47435.26,0.00,57243.70
32550.40,87206.64,0.00,119757.04
6243.38,0.00,0.00,6243.38
884.99,0.00,2137.02,3022.01
986.52,6115.35,0.00,7101.87
31461.15,97518.87,0.00,128980.02
71153.25,0.00,0.00,71153.25
8149.62,64080.54,0.00,72230.16
7935.07,0.00,0.00,7935.07
54838.69,91350.21,0.00,146188.90
159648.26,0.00,0.00,159648.26
9658.81,22837.92,0.00,32496.73
30231.87,62107.14,0.00,92339.01
17261.11,0.00,0.00,17261.11
13796.46,0.00,0.00,13796.46
14273.38,0.00,42775.12,57048.50
47588.60,0.00,84105.26,131693.86
11972.40,0.00,94414.92,106387.32
23470.69,80295.32,0.00,103766.01
19066.71,28969.31,0.00,48036.02
16700.98,0.00,33351.44,50052.42
15276.17,30120.21,0.00,45396.38
62302.39,0.00,97188.83,159491.22
125005.02,0.00,0.00,125005.02
13061.43,0.00,0.00,13061.43
18757.35,75226.17,0.00,93983.52
5512.09,8575.90,0.00,14087.99
20303.68,0.00,65088.97,85392.65
12453.94,0.00,32158.92,44612.86
57774.27,95404.37,0.00,153178.64
13268.37,59863.04,0.00,73131.41
168645.33,0.00,0.00,168645.33
27229.69,51860.42,0.00,79090.11
5916.88,0.00,0.00,5916.88
8773.75,0.00,48564.97,57338.72
11587.37,17817.93,0.00,29405.30
16087.46,0.00,88564.25,104651.71
52749.29,0.00,0.00,52749.29
90245.00,0.00,0.00,90245.00
65875.00,0.00,0.00,65875.00
113560.74,0.00,0.00,113560.74
6653.75,0.00,11253.06,17906.81
50722.78,0.00,0.00,50722.78
2469.53,0.00,0.00,2469.53
3348.19,0.00,0.00,3348.19
6556.34,0.00,43192.27,49748.61
54334.01,0.00,0.00,54334.01
35038.58,76773.51,0.00,111812.09
4158.25,0.00,24631.41,28789.66
26300.80,0.00,56822.46,83123.26
8508.44,0.00,0.00,8508.44
19698.99,0.00,142659.87,162358.86
22024.91,0.00,62909.36,84934.27
15982.26,0.00,35471.59,51453.85
54071.35,0.00,88761.70,142833.05
34544.01,0.00,89990.17,124534.18
18111.76,0.00,0.00,18111.76
55752.88,125547.64,0.00,181300.52
949.86,2264.41,0.00,3214.27
6593.45,56592.01,0.00,63185.46
3986.10,0.00,7166.70,11152.80
49849.19,0.00,123459.94,173309.13
43720.94,0.00,77876.87,121597.81
16650.86,99302.88,0.00,115953.74
17243.97,0.00,35650.95,52894.92
24177.80,0.00,0.00,24177.80
11733.15,67606.40,0.00,79339.55
48473.19,90225.94,0.00,138699.13
1763.55,0.00,8235.05,9998.60
77982.23,0.00,0.00,77982.23
10196.77,44882.69,0.00,55079.46
6887.77,14969.15,0.00,21856.92
14169.10,0.00,70543.08,84712.18
8228.78,57941.04,0.00,66169.82
24881.59,39774.61,0.00,64656.20
2923.02,0.00,4814.22,7737.24
95202.90,0.00,0.00,95202.90
16469.07,0.00,55032.39,71501.46
38474.68,0.00,62985.72,101460.40
10084.99,18053.20,0.00,28138.19
20681.42,55304.59,0.00,75986.01
105975.81,0.00,0.00,105975.81
13951.35,0.00,40535.26,54486.61
19435.04,0.00,107731.09,127166.13
9195.65,15464.86,0.00,24660.51
80679.54,0.00,0.00,80679.54
38593.15,132286.39,0.00,170879.54
33105.33,56814.73,0.00,89920.06
29931.54,0.00,64729.09,94660.63
36301.59,0.00,0.00,36301.59
7950.94,0.00,39555.07,47506.01
111836.34,0.00,0.00,111836.34
3294.73,0.00,14229.21,17523.94
56544.04,0.00,0.00,56544.04
22611.19,54555.13,0.00,77166.32
10112.02,77230.69,0.00,87342.71
64801.17,0.00,0.00,64801.17
135363.20,0.00,0.00,135363.20
97523.42,0.00,0.00,97523.42
31654.74,77609.11,0.00,109263.85
22755.93,0.00,71619.58,94375.51
1140.02,7245.78,0.00,8385.80
2243.06,0.00,7159.45,9402.51
75631.82,0.00,0.00,75631.82
98.84,201.16,0.00,300.00
89508.16,0.00,0.00,89508.16
4852.50,0.00,0.00,4852.50
20212.00,0.00,31949.45,52161.45
18051.37,52717.21,0.00,70768.58
4021.04,0.00,8174.79,12195.83
5559.92,0.00,8460.09,14020.01
375.00,0.00,0.00,375.00
104579.68,0.00,0.00,104579.68
72934.45,0.00,0.00,72934.45
20592.22,70117.42,0.00,90709.64
9616.00,0.00,0.00,9616.00
16070.00,0.00,0.00,16070.00
58785.28,0.00,0.00,58785.28
70686.96,0.00,0.00,70686.96
21117.05,38456.95,0.00,59574.00
10828.80,0.00,38940.74,49769.54
7084.64,0.00,0.00,7084.64
6284.69,0.00,41646.85,47931.54
1409.89,2902.01,0.00,4311.90
13049.81,0.00,103540.17,116589.98
75762.12,0.00,0.00,75762.12
134983.17,0.00,0.00,134983.17
34236.82,0.00,81370.89,115607.71
139104.64,0.00,0.00,139104.64
3836.44,0.00,5952.92,9789.36
24160.00,0.00,58663.52,82823.52
22251.60,0.00,0.00,22251.60
1882.21,8500.18,0.00,10382.39
19329.46,46920.86,0.00,66250.32
89806.04,0.00,0.00,89806.04
40024.59,0.00,79795.39,119819.98
25377.29,48560.00,0.00,73937.29
130468.70,0.00,0.00,130468.70
96389.87,0.00,0.00,96389.87
38747.52,0.00,0.00,38747.52
116620.82,0.00,0.00,116620.82
5188.58,0.00,10137.79,15326.37
23359.21,118988.77,0.00,142347.98
35296.73,0.00,0.00,35296.73
23367.96,42978.56,0.00,66346.52
78026.13,0.00,0.00,78026.13
2158.33,0.00,8270.12,10428.45
671.20,0.00,0.00,671.20
220.36,0.00,0.00,220.36
92144.41,0.00,0.00,92144.41
4777.74,0.00,16875.64,21653.38
39508.20,134698.93,0.00,174207.13
35096.00,0.00,0.00,35096.00
1626.19,5780.01,0.00,7406.20
60057.16,0.00,0.00,60057.16
53325.30,0.00,110677.93,164003.23
3539.41,11141.59,0.00,14681.00
57824.24,113398.53,0.00,171222.77
15538.09,27550.01,0.00,43088.10
23884.30,0.00,104295.86,128180.16
2976.89,8492.21,0.00,11469.10
24663.63,0.00,73414.59,98078.22
6594.86,9992.33,0.00,16587.19
13539.56,0.00,81324.49,94864.05
49.90,77.31,0.00,127.21
89942.14,0.00,0.00,89942.14
18317.81,35195.11,0.00,53512.92
521.15,1921.25,0.00,2442.40
16752.14,0.00,46964.57,63716.71
15630.73,0.00,47839.56,63470.29
9925.45,0.00,49430.39,59355.84
2465.10,0.00,8132.90,10598.00
24343.87,86121.30,0.00,110465.17
7655.63,38234.67,0.00,45890.30
3653.33,21901.62,0.00,25554.95
1603.96,0.00,0.00,1603.96
76569.82,0.00,0.00,76569.82
19187.39,0.00,0.00,19187.39
24757.38,0.00,124334.92,149092.30
4470.78,8025.89,0.00,12496.67
40.00,0.00,85.00,125.00
112565.60,0.00,0.00,112565.60
17580.06,0.00,47966.54,65546.60
8720.06,64928.45,0.00,73648.51
17461.86,0.00,0.00,17461.86
103101.70,0.00,0.00,103101.70
727.59,1840.36,0.00,2567.95
36900.96,0.00,74595.02,111495.98
15755.33,0.00,136032.82,151788.15
48895.96,0.00,0.00,48895.96
14892.63,0.00,84096.39,98989.02
92660.01,0.00,0.00,92660.01
118692.01,0.00,0.00,118692.01
5772.01,0.00,0.00,5772.01
6801.30,27570.36,0.00,34371.66
11063.50,0.00,0.00,11063.50
39093.44,81850.05,0.00,120943.49
54261.60,0.00,0.00,54261.60
16541.19,76274.15,0.00,92815.34
586.29,0.00,3868.03,4454.32
15071.57,113632.37,0.00,128703.94
6685.12,0.00,30071.19,36756.31
7907.71,0.00,0.00,7907.71
3112.25,0.00,10534.30,13646.55
26835.17,0.00,0.00,26835.17
76327.52,0.00,0.00,76327.52
17510.88,0.00,0.00,17510.88
209048.29,0.00,0.00,209048.29
5969.59,51266.48,0.00,57236.07
9419.15,48671.35,0.00,58090.50
